mes_aba,data,descricao,valor,tipo,categoria,status_import,member_id,received_from_other
AGO25,2025-08-05,Calices da Santa Ceia,196.0,despesa,Utilidades,OK,,
AGO25,2025-08-05,Dízimo,150.0,receita,Dízimo,OK,,true
AGO25,2025-08-06,Cálices Santa Ceia,99.0,despesa,Utilidades,OK,,
AGO25,2025-08-06,Dízimo,200.0,receita,Dízimo,OK,,true
AGO25,2025-08-06,Dízimo,180.0,receita,Dízimo,OK,,true
AGO25,2025-08-06,Dízimo,276.23,receita,Dízimo,OK,,true
AGO25,2025-08-06,Dízimo,326.5,receita,Dízimo,OK,,true
AGO25,2025-08-06,Dízimo,180.0,receita,Dízimo,OK,,true
AGO25,2025-08-06,Oferta,17.8,receita,Oferta,OK,,true
AGO25,2025-08-10,Zeladoria,50.0,despesa,Zeladoria,OK,,
AGO25,2025-08-10,,500.0,despesa,,REVISAR,,
AGO25,2025-08-10,Dízimo,310.0,receita,Dízimo,OK,,true
AGO25,2025-08-10,Dízimo,150.0,receita,Dízimo,OK,,true
AGO25,2025-08-10,Dízimo,185.0,receita,Dízimo,OK,,true
AGO25,2025-08-10,Dízimo,160.0,receita,Dízimo,OK,,true
AGO25,2025-08-10,Dízimo,152.0,receita,Dízimo,OK,,true
AGO25,2025-08-10,Dízimo,250.0,receita,Dízimo,OK,,true
AGO25,2025-08-13,Oferta,10.0,receita,Oferta,OK,,true
AGO25,2025-08-17,Oferta,54.15,receita,Oferta,OK,,true
AGO25,2025-08-17,Dízimo,160.0,receita,Dízimo,OK,,true
AGO25,2025-08-18,Dízimo,152.0,receita,Dízimo,OK,,true
AGO25,2025-08-24,Dízimo,160.0,receita,Dízimo,OK,,true
AGO25,2025-08-24,Oferta,54.5,receita,Oferta,OK,,true
AGO25,2025-08-27,Dízimo,400.0,receita,Dízimo,OK,,true
AGO25,2025-08-29,Materiais de construção,520.0,despesa,Material de Construção,OK,,
AGO25,2025-08-29,Dízimo,45.0,receita,Dízimo,OK,,true
AGO25,2025-08-29,Dízimo,80.0,receita,Dízimo,OK,,true
AGO25,2025-08-31,,1323.54,despesa,Prebenda Pastoral,OK,,
AGO25,2025-08-31,Dízimo,160.0,receita,Dízimo,OK,,true
SET25,2025-09-02,Dízimo,276.0,receita,Dízimo,OK,,true
SET25,2025-09-03,Gasolina,100.0,despesa,Combustível,OK,,
SET25,2025-09-03,Dízimo,100.0,receita,Dízimo,OK,,true
SET25,2025-09-03,Dízimo,80.0,receita,Dízimo,OK,,true
SET25,2025-09-03,Oferta,5.0,receita,Oferta,OK,,true
SET25,2025-09-04,Dízimo,520.0,receita,Dízimo,OK,,true
SET25,2025-09-05,,400.0,despesa,Utilidades,OK,,
SET25,2025-09-05,Dízimo,175.0,receita,Dízimo,OK,,true
SET25,2025-09-05,Dízimo,200.0,receita,Dízimo,OK,,true
SET25,2025-09-05,Dízimo,180.0,receita,Dízimo,OK,,true
SET25,2025-09-05,Dízimo,324.0,receita,Dízimo,OK,,true
SET25,2025-09-05,Dízimo,160.0,receita,Dízimo,OK,,true
SET25,2025-09-06,Cálices 2cx,108.5,despesa,Utilidades,OK,,
SET25,2025-09-07,Dízimo,100.0,receita,Dízimo,OK,,true
SET25,2025-09-07,Dízimo,152.0,receita,Dízimo,OK,,true
SET25,2025-09-07,Dízimo,164.0,receita,Dízimo,OK,,true
SET25,2025-09-07,Dízima,340.0,receita,Dízimo,OK,,true
SET25,2025-09-07,Dízimo,250.0,receita,Dízimo,OK,,true
SET25,2025-09-07,Oferta,52.0,receita,Oferta,OK,,true
SET25,2025-09-08,Zeladoria,360.0,despesa,Zeladoria,OK,,
SET25,2025-09-10,Materiais de construção,897.0,despesa,Material de Construção,OK,,
SET25,2025-09-10,Dízimo,290.0,receita,Dízimo,OK,,true
SET25,2025-09-11,,139.0,despesa,Utilidades,OK,,
SET25,2025-09-14,Dízimo,325.0,receita,Dízimo,OK,,true
SET25,2025-09-14,Dízimo,167.0,receita,Dízimo,OK,,true
SET25,2025-09-14,Dízimo,150.0,receita,Dízimo,OK,,true
SET25,2025-09-14,Oferta,82.35,receita,Oferta,OK,,true
SET25,2025-09-18,Dízimo,152.0,receita,Dízimo,OK,,true
SET25,2025-09-21,Dízimo,160.0,receita,Dízimo,OK,,true
SET25,2025-09-21,Dízimo,50.0,receita,Dízimo,OK,,true
SET25,2025-09-21,Oferta,101.0,receita,Oferta,OK,,true
SET25,2025-09-22,,68.99,despesa,Outros,OK,,
SET25,2025-09-22,,100.0,despesa,Combustível,OK,,
SET25,2025-09-22,Dízimo,156.0,receita,Dízimo,OK,,true
SET25,2025-09-23,Cordas + bateria violão,50.0,despesa,Equipamentos,OK,,
SET25,2025-09-24,,50.0,despesa,Combustível,OK,,
SET25,2025-09-25,Enuves,75.0,despesa,App da igreja,OK,,
SET25,2025-09-25,Oferta,80.0,despesa,Pregador da noite (convidado),OK,,
SET25,2025-09-26,,50.0,despesa,Combustível,OK,,
SET25,2025-09-26,Internet,103.0,despesa,Internet,OK,,
SET25,2025-09-26,Dízimo,200.0,receita,Dízimo,OK,,true
SET25,2025-09-28,Dízimo,160.0,receita,Dízimo,OK,,true
SET25,2025-09-29,,72.0,despesa,Combustível,OK,,
SET25,2025-09-30,,300.0,despesa,Pregador da noite (convidado),OK,,
SET25,2025-09-30,,1591.0,despesa,Prebenda Pastoral,OK,,
SET25,2025-09-30,Dízimo,80.0,receita,Dízimo,OK,,true
SET25,2025-09-30,Dízimo,152.0,receita,Dízimo,OK,,true
OUT25,2025-10-01,Dízimo,50.0,receita,Dízimo,OK,,true
OUT25,2025-10-01,Oferta,48.0,receita,Oferta,OK,,true
OUT25,2025-10-02,,110.0,despesa,Gás,OK,,
OUT25,2025-10-05,Zeladoria,360.0,despesa,Zeladoria,OK,,
OUT25,2025-10-05,Gasolina,50.0,despesa,Combustível,OK,,
OUT25,2025-10-05,Dízimo,55.0,receita,Dízimo,OK,,true
OUT25,2025-10-05,Dízimo,266.2,receita,Dízimo,OK,,true
OUT25,2025-10-05,Dízimo,340.0,receita,Dízimo,OK,,true
OUT25,2025-10-05,Dízimo,80.24,receita,Dízimo,OK,,true
OUT25,2025-10-05,Oferta,215.5,receita,Dízimo,OK,,true
OUT25,2025-10-05,Dízimo,100.0,receita,Dízimo,OK,,true
OUT25,2025-10-05,Dízimo,152.0,receita,Dízimo,OK,,true
OUT25,2025-10-05,Dízimo,150.0,receita,Dízimo,OK,,true
OUT25,2025-10-05,Dízimo,160.0,receita,Dízimo,OK,,true
OUT25,2025-10-05,Dízimo,70.0,receita,Dízimo,OK,,true
OUT25,2025-10-06,Conserto dos retornos,300.0,despesa,Instrumentos & Acessórios,OK,,
OUT25,2025-10-06,,424.0,despesa,Utilidades,OK,,
OUT25,2025-10-07,Dízimo,230.0,receita,Dízimo,OK,,true
OUT25,2025-10-07,Dízimo,167.0,receita,Dízimo,OK,,true
OUT25,2025-10-08,Dízimo,260.0,receita,Dízimo,OK,,true
OUT25,2025-10-09,Gasolina,80.0,despesa,Combustível,OK,,
OUT25,2025-10-09,Materiais de construção,2116.0,despesa,Material de Construção,OK,,
OUT25,2025-10-10,,489.0,despesa,Material de Construção,OK,,
OUT25,2025-10-10,Dízimo,229.0,receita,Dízimo,OK,,true
OUT25,2025-10-12,dízimo,200.0,receita,Dízimo,OK,,true
OUT25,2025-10-12,Dízimo,250.0,receita,Dízimo,OK,,true
OUT25,2025-10-12,Dízimo,117.0,receita,Dízimo,OK,,true
OUT25,2025-10-12,Dízimo,160.0,receita,Dízimo,OK,,true
OUT25,2025-10-12,Oferta,56.0,receita,Oferta,OK,,true
OUT25,2025-10-13,,233.0,despesa,Utilidades,OK,,
OUT25,2025-10-13,Festa das crianças,180.0,despesa,,REVISAR,,
OUT25,2025-10-20,gasolina,33.92,despesa,Combustível,OK,,
OUT25,2025-10-20,Gasolina,86.99,despesa,Combustível,OK,,
OUT25,2025-10-20,Aluguel betoneira,260.0,despesa,Material de Construção,OK,,
OUT25,2025-10-20,material de construção,260.0,despesa,Material de Construção,OK,,
OUT25,2025-10-20,Material de construção,68.0,despesa,Material de Construção,OK,,
OUT25,2025-10-20,Compras do mês,251.49,despesa,Material de Limpeza,OK,,
OUT25,2025-10-22,Refeição,104.04,despesa,,REVISAR,,
OUT25,2025-10-25,Água,32.0,despesa,Água,OK,,
OUT25,2025-10-25,Refeição,127.62,despesa,Alimentos,OK,,
OUT25,2025-10-26,Dízimo,100.0,receita,Dízimo,OK,,true
OUT25,2025-10-26,Dízimo,160.0,receita,Dízimo,OK,,true
OUT25,2025-10-26,Oferta,61.0,receita,Oferta,OK,,true
OUT25,2025-10-27,Material de construção,370.0,despesa,Material de Construção,OK,,
OUT25,2025-10-27,Dízimo,218.44,receita,Dízimo,OK,,true
OUT25,2025-10-28,Gasolina,50.0,despesa,Combustível,OK,,
OUT25,2025-10-28,Material de construção,100.0,despesa,Material de Construção,OK,,
OUT25,2025-10-28,Material de construção,229.0,despesa,Material de Construção,OK,,
OUT25,2025-10-28,Dízimo,152.0,receita,Dízimo,OK,,true
OUT25,2025-10-31,,1145.21,despesa,Prebenda Pastoral,OK,,
OUT25,2025-10-31,,800.0,despesa,Mão de obra,OK,,
OUT25,2025-10-31,,1520.0,despesa,Mão de obra,OK,,
OUT25,2025-10-31,,2116.0,despesa,Material de Construção,OK,,
OUT25,2025-10-31,,280.0,despesa,,REVISAR,,
NOV25,2025-11-01,Dízimo,80.0,receita,Dízimo,OK,,true
NOV25,2025-11-02,Dízimo,250.0,receita,Dízimo,OK,,true
NOV25,2025-11-02,Dízimo,160.0,receita,Dízimo,OK,,true
NOV25,2025-11-02,Oferta,58.0,receita,Oferta,OK,,true
NOV25,2025-11-03,App Enuves,75.0,despesa,App da igreja,OK,,
NOV25,2025-11-03,Aluguel betoneira,460.0,despesa,Material de Construção,OK,,
NOV25,2025-11-03,Dízimo,340.0,receita,Dízimo,OK,,true
NOV25,2025-11-04,Materiais,73.0,despesa,Material de Construção,OK,,
NOV25,2025-11-05,Dízimo,200.0,receita,Dízimo,OK,,true
NOV25,2025-11-05,Dízimo,190.0,receita,Dízimo,OK,,true
NOV25,2025-11-05,Dízimo,262.2,receita,Dízimo,OK,,true
NOV25,2025-11-06,Água,62.0,despesa,Água,OK,,
NOV25,2025-11-06,Zeladoria,360.0,despesa,Zeladoria,OK,,
NOV25,2025-11-06,Gasolina,100.0,despesa,Combustível,OK,,
NOV25,2025-11-06,Material de construção,43.74,despesa,Material de Construção,OK,,
NOV25,2025-11-06,Material de construção,6.0,despesa,Material de Construção,OK,,
NOV25,2025-11-06,Internet,103.67,despesa,Internet,OK,,
NOV25,2025-11-06,Material de construção,113.0,despesa,Material de Construção,OK,,
NOV25,2025-11-06,Dîzimo,200.0,receita,Dízimo,OK,,true
NOV25,2025-11-06,Dízimo,160.0,receita,Dízimo,OK,,true
NOV25,2025-11-06,Dízimo,291.2,receita,Dízimo,OK,,true
NOV25,2025-11-06,Dízimo,260.0,receita,Dízimo,OK,,true
NOV25,2025-11-07,Gasolina,100.0,despesa,Combustível,OK,,
NOV25,2025-11-07,Dízimo,80.24,receita,Dízimo,OK,,true
NOV25,2025-11-08,Material de construção,39.99,despesa,Material de Construção,OK,,
NOV25,2025-11-08,Material de construção,135.0,despesa,Material de Construção,OK,,
NOV25,2025-11-09,Compras para a festividade das irmãs,54.19,despesa,Utilidades,OK,,
NOV25,2025-11-09,Dízimo,295.0,receita,Dízimo,OK,,true
NOV25,2025-11-09,Dízimo,152.0,receita,Dízimo,OK,,true
NOV25,2025-11-09,Dizimo,150.0,receita,Dízimo,OK,,true
NOV25,2025-11-09,Dízimo,250.0,receita,Dízimo,OK,,true
NOV25,2025-11-10,Dízimo,250.0,receita,Dízimo,OK,,true
NOV25,2025-11-12,Dízimo,141.0,receita,Dízimo,OK,,true
NOV25,2025-11-15,Água,32.0,despesa,Água,OK,,
NOV25,2025-11-15,Dízimo,180.0,receita,Dízimo,OK,,true
NOV25,2025-11-15,Dízimo,420.0,receita,Dízimo,OK,,true
NOV25,2025-11-15,Dízimo,160.0,receita,Dízimo,OK,,true
NOV25,2025-11-20,Prebenda Pastoral,1968.9,despesa,Prebenda Pastoral,OK,,
NOV25,2025-11-22,Gasolina,100.0,despesa,Pregador da noite (convidado),OK,,
NOV25,2025-11-23,Dízimo,100.0,receita,Dízimo,OK,,true
NOV25,2025-11-23,Dízimo,100.0,receita,Dízimo,OK,,true
NOV25,2025-11-23,Dízimo,160.0,receita,Dízimo,OK,,true
NOV25,2025-11-24,Dízimo,320.0,receita,Dízimo,OK,,true
NOV25,2025-11-25,Congresso,900.0,despesa,Outros,OK,,
NOV25,2025-11-25,Dízimo,110.0,receita,Dízimo,OK,,true
NOV25,2025-11-25,Dízimo,152.0,receita,Dízimo,OK,,true
NOV25,2025-11-26,Água,48.0,despesa,Água,OK,,
NOV25,2025-11-28,Internet,103.0,despesa,Internet,OK,,
NOV25,2025-11-28,Dízimo,200.0,receita,Dízimo,OK,,true
NOV25,2025-11-28,Dízimo,80.0,receita,Dízimo,OK,,true
NOV25,2025-11-28,Dízimo,500.0,receita,Dízimo,OK,,true
NOV25,2025-11-29,gasolina,100.0,despesa,Combustível,OK,,
NOV25,2025-11-29,Dízimo,80.0,receita,Dízimo,OK,,true
NOV25,2025-11-29,Dízimo,72.0,receita,Dízimo,OK,,true
NOV25,2025-11-30,Água,24.0,despesa,Água,OK,,
NOV25,2025-11-30,Pilhas + extensão,100.0,despesa,Utilidades,OK,,
NOV25,2025-11-30,Prebenda Pastoral,1969.09,despesa,Prebenda Pastoral,OK,,
NOV25,2025-11-30,Dízimo,160.0,receita,Dízimo,OK,,true
DEZ25,2025-12-01,gasolina,94.42,despesa,Combustível,OK,,
DEZ25,2025-12-01,Dízimo,340.0,receita,Dízimo,OK,,true
DEZ25,2025-12-03,Dízimo,310.0,receita,Dízimo,OK,,true
DEZ25,2025-12-03,Dízimo,80.24,receita,Dízimo,OK,,true
DEZ25,2025-12-03,Dízimo,429.0,receita,Dízimo,OK,,true
DEZ25,2025-12-04,App,75.0,despesa,App da igreja,OK,,
DEZ25,2025-12-05,Dízimo,168.0,receita,Dízimo,OK,,true
DEZ25,2025-12-05,Dízimo,210.0,receita,Dízimo,OK,,true
DEZ25,2025-12-05,Dízimo,190.0,receita,Dízimo,OK,,true
DEZ25,2025-12-05,Dízimo,343.0,receita,Dízimo,OK,,true
DEZ25,2025-12-07,Dízimo,152.0,receita,Dízimo,OK,,true
DEZ25,2025-12-07,Dízimo,250.0,receita,Dízimo,OK,,true
DEZ25,2025-12-07,Dízimo,135.0,receita,Dízimo,OK,,true
DEZ25,2025-12-07,Dízimo,150.0,receita,Dízimo,OK,,true
DEZ25,2025-12-07,Oferta,27.0,receita,Oferta,OK,,true
DEZ25,2025-12-08,Zeladoria,360.0,despesa,Zeladoria,OK,,
DEZ25,2025-12-08,Dízimo,460.0,receita,Dízimo,OK,,true
DEZ25,2025-12-09,Pedaleira 1/4,323.0,despesa,Instrumentos & Acessórios,OK,,
DEZ25,2025-12-09,Dízimo,190.0,receita,Dízimo,OK,,true
DEZ25,2025-12-09,Dizimo,190.0,receita,Dízimo,OK,,true
DEZ25,2025-12-12,Dízimo,98.0,receita,Dízimo,OK,,true
DEZ25,2025-12-14,Dízimo,400.0,receita,Dízimo,OK,,true
DEZ25,2025-12-14,Dízimo,160.0,receita,Dízimo,OK,,true
DEZ25,2025-12-14,Oferta,60.0,receita,Oferta,OK,,true
DEZ25,2025-12-16,Prebenda Pastoral,2156.6,despesa,Prebenda Pastoral,OK,,
DEZ25,2025-12-17,Dízimo,190.0,receita,Dízimo,OK,,true
DEZ25,2025-12-18,Dízimo,170.0,receita,Dízimo,OK,,true
DEZ25,2025-12-18,Dízimo,55.0,receita,Dízimo,OK,,true
DEZ25,2025-12-19,extensor HDMI,109.0,despesa,Equipamentos,OK,,
DEZ25,2025-12-19,Dízimo,1100.0,receita,Dízimo,OK,,true
DEZ25,2025-12-21,Dízimo,165.0,receita,Dízimo,OK,,true
DEZ25,2025-12-21,Dízimo,100.0,receita,Dízimo,OK,,true
DEZ25,2025-12-21,Dízimo,75.9,receita,Dízimo,OK,,true
DEZ25,2025-12-21,Oferta,57.75,receita,Oferta,OK,,true
DEZ25,2025-12-23,gasolina,100.0,despesa,Combustível,OK,,
DEZ25,2025-12-23,Dízimo,80.0,receita,Dízimo,OK,,true
DEZ25,2025-12-23,Dízimo,350.0,receita,Dízimo,OK,,true
DEZ25,2025-12-23,Dízimo,152.0,receita,Dízimo,OK,,true
DEZ25,2025-12-23,Dízimo,126.0,receita,Dízimo,OK,,true
DEZ25,2025-12-24,Gasolina,100.0,despesa,Combustível,OK,,
DEZ25,2025-12-28,Dízimo,160.0,receita,Dízimo,OK,,true
DEZ25,2025-12-28,Oferta,68.15,receita,Oferta,OK,,true
DEZ25,2025-12-29,Onternet,103.0,despesa,Internet,OK,,
DEZ25,2025-12-31,Prebenda Pastoral,2157.61,despesa,Prebenda Pastoral,OK,,
